Id	Remarks	Name	ShowName	Level	NpcType	NpcFigure	Portrait	Scale	ParticleScale	CauseStiff	AcceptStiff	AcceptStiffEffect	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddWalkSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	SuperArmor	ViewRange	GohomeRange	ReleaseTime	IsRange	SkillList	DeadSkill	CanMove	CanHitMove	CanRotate	Model	ActionId	BornEffect	BornEffectTime	BornAnimTime	BornEffect	MeetEnemyImpact	MeetEnemyStayTime	MeetEnemyWalkTime	TauntSound	HitSound	IsAttachControler	AttachNodeName	CanBomb	Cross2StandTime	Cross2RunTime	DeadAnimTime	AvoidanceRadius	ShapeType	ShapeParamNum	ShapeParamName0	ShapeParam0	ShapeParamName1	ShapeParam1	ShapeParamName2	ShapeParam2	ShapeParamName3	ShapeParam3	ShapeParamName4	ShapeParam4	ShapeParamName5	ShapeParam5	ShapeParamName6	ShapeParam6	ShapeParamName7	ShapeParam7
101206	Ä§»¯Ð¡Õ½Ê¿BOSS	ÃÉ¶à		3	0		G5011	0.8		TRUE	TRUE		141200	10000	1900	1500	1500	25	190	155	155	0	0	400	150	0	3000	0	3000	0	3000	0	50	600	FALSE	10	1000	400	TRUE	380101|380102|380103|380104|380105|380106		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_NiuTou_01	5011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101299	ºöÂ×	ºöÂ×		3	7		G5013			TRUE	TRUE		261600	10000	4000	1000	1000	25	190	155	155	0	0	400	200	0	2000	0	2000	0	2000	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø1-3																																																																																
101301	ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		4	0		G3012			FALSE	TRUE		29200	10000	1500	1000	1000	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101302	ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		4	0		G3012			FALSE	TRUE		29200	10000	1500	1000	1000	5	150	105	105	0	0	345	112	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101303	ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		4	0		G3013			FALSE	TRUE		21000	10000	1800	1000	1000	5	150	105	105	0	0	345	112	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101304	½ø¹¥ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		4	0		G3012			FALSE	TRUE		29200	10000	1500	1000	1000	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	50	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101305	½ø¹¥ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		4	0		G3012			FALSE	TRUE		29200	10000	1500	1000	1000	5	150	105	105	0	0	345	112	0	4000	0	4000	0	4000	0	50	600	FALSE	50	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101306	½ø¹¥ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		4	0		G3013			FALSE	TRUE		21000	10000	1800	1000	1000	5	150	105	105	0	0	345	112	0	4000	0	4000	0	4000	0	50	600	FALSE	50	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101307	Ê¥ÎÀ¾ü³¤Ã¬±øBOSS	³¤Ã¬¶Ó³¤		4	0	1	G3022	1.3		TRUE	TRUE		155600	10000	3000	2000	2000	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320204|320205		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101396	ÀÙßä	ÀÙßä		4	7		G5026			TRUE	TRUE		119000	10000	800	1500	1500	5	150	105	105	0	0	400	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101397	¾çÇéÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		4	7		G3012			FALSE	TRUE		29200	10000	1500	1000	1000	5	150	105	105	0	0	345	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101398	¾çÇéÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		4	7		G3012			FALSE	TRUE		29200	10000	1500	1000	1000	5	150	105	105	0	0	345	112	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						99999	99999					FALSE				1	Circle	1	°ë¾¶	0.3														
101399	ºöÂ×	ºöÂ×		4	7		G5013			TRUE	TRUE		261600	10000	26000	6000	6000	25	190	155	155	4000	0	400	200	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø1-4																																																																																
101401	ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		5	0		G3012			FALSE	TRUE		51500	10000	700	1250	1250	5	150	105	105	0	0	225	112	0	5000	0	5000	0	5000	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101402	ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		5	0		G3012			FALSE	TRUE		52900	10000	800	1250	1250	5	150	105	105	0	0	520	224	0	5000	0	5000	0	5000	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101403	ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		5	0		G3013			FALSE	TRUE		40400	10000	900	1250	1250	5	150	105	105	0	0	345	112	0	5000	0	5000	0	5000	0	50	600	FALSE	10	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101404	½ø¹¥ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		5	0		G3012			FALSE	TRUE		51500	10000	700	1250	1250	5	150	105	105	0	0	225	112	0	5000	0	5000	0	5000	0	50	600	FALSE	50	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101405	½ø¹¥ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		5	0		G3012			FALSE	TRUE		42900	10000	700	1250	1250	5	150	105	105	0	0	520	224	0	5000	0	5000	0	5000	0	50	600	FALSE	50	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101406	½ø¹¥ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		5	0		G3013			FALSE	TRUE		34400	10000	900	1250	1250	5	150	105	105	0	0	345	112	0	5000	0	5000	0	5000	0	50	600	FALSE	50	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101407	»¤ÎÀ½£¶Ü±ø	µ¶·æ½£¶Ü±ø		5	0		G3012			FALSE	TRUE		134400	10000	1400	2500	2500	5	150	105	105	0	0	225	112	0	5000	0	5000	0	5000	0	50	600	FALSE	50	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101408	»¤ÎÀ³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		5	0		G3012			FALSE	TRUE		154400	10000	1200	2500	2500	5	150	105	105	0	0	520	224	0	5000	0	5000	0	5000	0	50	600	FALSE	50	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101409	ÍÐÀµ±ÙÂê»ð·¨Ê¦BOSS£¨»ðÑæÂÝÐý£©	ÁÒÑæ·¨ÀÏ		5	0	1	G3042	1.4		TRUE	TRUE		169400	10000	2200	2500	2500	5	150	105	105	0	0	345	112	0	5000	0	5000	0	5000	0	50	600	FALSE	10	1000	400	TRUE	320404|320405|320406|320400|3204001|3204002|3204003|3204004|3204005|3204006		TRUE	TRUE	TRUE	Monster/Campaign_Desert/04_Wizard/5_Mon_Pharaoh_02	3042						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101497	¾çÇéÍõ¹ú¾ü½£±ø	°×öÀ¶ÓÔ±		5	7		G1032			TRUE	TRUE		261600	10000	26000	6000	6000	25	190	155	155	4000	0	345	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDArmySword_01	1032						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101498	ºöÂ×_CÇø	ºöÂ×		5	7		G5013			TRUE	TRUE		261600	10000	26000	6000	6000	25	190	155	155	4000	0	400	200	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101499	ºöÂ×	ºöÂ×		5	7		G5013			TRUE	TRUE		261600	10000	26000	6000	6000	25	190	155	155	4000	0	400	200	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø1-5																																																																																
101501	÷¼÷Ã½£¶Ü	½£¶Ü÷¼÷Ã		6	0		G2021			FALSE	TRUE		58800	10000	1800	1500	1500	5	150	105	105	0	0	345	112	0	6000	0	6000	0	6000	0	50	600	FALSE	7	1000	400	TRUE	310201|310202		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101502	÷¼÷Ã¹Ç°ô	¹Ç°ô÷¼÷Ã		6	0		G2022			FALSE	TRUE		39200	10000	2100	1500	1500	5	150	105	105	0	0	345	112	0	6000	0	6000	0	6000	0	50	600	FALSE	7	1000	400	TRUE	310204|310203		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101503	÷¼÷Ã¸«Í·	Õ½¸«÷¼÷Ã		6	0		G2023			FALSE	TRUE		51000	10000	2000	1500	1500	5	150	105	105	0	0	345	112	0	6000	0	6000	0	6000	0	50	600	FALSE	7	1000	400	TRUE	310205|310206		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonAxe_01	2023	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101504	½ø¹¥÷¼÷Ã½£¶Ü	½£¶Ü÷¼÷Ã		6	0		G2021			FALSE	TRUE		58800	10000	1800	1500	1500	5	150	105	105	0	0	345	112	0	6000	0	6000	0	6000	0	50	600	FALSE	50	1000	400	TRUE	310201|310202		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101505	½ø¹¥÷¼÷Ã¹Ç°ô	¹Ç°ô÷¼÷Ã		6	0		G2022			FALSE	TRUE		39200	10000	2100	1500	1500	5	150	105	105	0	0	345	112	0	6000	0	6000	0	6000	0	50	600	FALSE	50	1000	400	TRUE	310204|310203		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101506	½ø¹¥÷¼÷Ã¸«Í·	Õ½¸«÷¼÷Ã		6	0		G2023			FALSE	TRUE		51000	10000	2000	1500	1500	5	150	105	105	0	0	345	112	0	6000	0	6000	0	6000	0	50	600	FALSE	50	1000	400	TRUE	310205|310206		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonAxe_01	2023	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101507	BOSSËÀÁé·¨Ê¦	ÓÄÚ¤Íö»ê		6	0	1	G2041	1.4		TRUE	TRUE		252000	10000	4100	3000	3000	5	150	105	105	0	0	400	112	0	6000	0	6000	0	6000	0	50	600	FALSE	10	1000	400	TRUE	310401|310403|310408|310407|310411		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/04_Necro/5_Mon_Necromancer_01	2041	Monster_FX/Boss/6_Mon_BossSign_01			Monster_FX/Boss/6_Mon_BossSign_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101595	¾çÇé÷¼÷Ã½£¶Ü	½£¶Ü÷¼÷Ã		7	7		G2021			FALSE	TRUE		58800	10000	1800	1500	1500	5	150	105	105	0	0	360	112	0	6000	0	6000	0	6000	0	50	600	FALSE	50	1000	400	TRUE	310201|310202		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101596	¾çÇé÷¼÷Ã¹Ç°ô	¹Ç°ô÷¼÷Ã		7	7		G2022			FALSE	TRUE		39200	10000	2100	1500	1500	5	150	105	105	0	0	360	112	0	6000	0	6000	0	6000	0	50	600	FALSE	50	1000	400	TRUE	310204|310203		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101597	ÖúÕ½ÀÙßä	ÀÙßä		6	12		G5026			TRUE	TRUE		3190000	10000	1000	1500	1500	5	150	105	105	40000	0	550	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101598	ÀÙßä	ÀÙßä		5	7		G5026			TRUE	TRUE		252000	10000	26000	6000	6000	25	190	155	155	4000	0	430	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101599	ºöÂ×	ºöÂ×		5	7		G5013			TRUE	TRUE		261600	10000	26000	6000	6000	25	190	155	155	4000	0	550	200	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø1-6																																																																																
101601	÷¼÷Ã½£¶Ü	½£¶Ü÷¼÷Ã		7	0		G2021			FALSE	TRUE		66500	10000	1900	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	7	1000	400	TRUE	310201|310202		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101602	÷¼÷Ã¹Ç°ô	¹Ç°ô÷¼÷Ã		7	0		G2022			FALSE	TRUE		44400	10000	2300	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	7	1000	400	TRUE	310204|310203		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101603	Ð¡ÊóÈË	Ð¡ÊóÈË		7	0		G1053			FALSE	TRUE		55400	10000	2000	1750	1750	5	150	105	105	0	0	500	100	0	7000	0	7000	0	7000	0	50	600	FALSE	7	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101604	½ø¹¥÷¼÷Ã½£¶Ü	½£¶Ü÷¼÷Ã		7	0		G2021			FALSE	TRUE		66500	10000	1900	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	50	1000	400	TRUE	310201|310202		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101605	½ø¹¥÷¼÷Ã¹Ç°ô	¹Ç°ô÷¼÷Ã		7	0		G2022			FALSE	TRUE		44400	10000	2300	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	50	1000	400	TRUE	310204|310203		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101606	½ø¹¥Ð¡ÊóÈË	Ð¡ÊóÈË		7	0		G1053			FALSE	TRUE		55400	10000	2000	1750	1750	5	150	105	105	0	0	500	100	0	7000	0	7000	0	7000	0	50	600	FALSE	50	1000	400	TRUE	300504		TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101607	BOSSÈËÓãÍõ×Ó	·âÓ¡ÊØ»¤Õß		7	0	1	G5018			TRUE	TRUE		303200	10000	5400	2700	3500	5	150	105	105	0	0	400	150	0	7000	0	7000	0	7000	0	50	600	FALSE	10	1000	400	TRUE	380601|380602|380603|380604|380605|380606|380607|380608|380609|380610|380611		TRUE	TRUE	TRUE	Monster/BOSS/5_Boss_RenYuWangZi_01	5018	Monster_FX/RenYuWangZi/6_Mon_RenYuWangZi_ChuXian_01			Monster_FX/RenYuWangZi/6_Mon_RenYuWangZi_ChuXian_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101697	¾çÇéÈËÓãÍõ×Ó	·âÓ¡ÊØ»¤Õß		5	7		G5018			TRUE	TRUE		303200	10000	4200	3500	3500	5	150	105	105	0	0	400	150	0	7000	0	7000	0	7000	0	50	600	FALSE	10	1000	400	TRUE	380601|380602|380603|380604|380605|380606|380607|380608|380609|380610|380611|380613		TRUE	TRUE	TRUE	Monster/BOSS/5_Boss_RenYuWangZi_01	5018						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101698	ÀÙßä	ÀÙßä		5	7		G5026			TRUE	TRUE		252000	10000	26000	6000	6000	25	190	155	155	4000	0	600	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	440000|440101|440102|440103|440201|4402011|440301|440401|440501		TRUE	TRUE	TRUE	Monster/Boss/5_IP_LeiMi_01	5026						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101699	ºöÂ×	ºöÂ×		5	7		G5013			TRUE	TRUE		261600	10000	26000	6000	6000	25	190	155	155	4000	0	450	200	0	4000	0	4000	0	4000	0	50	600	FALSE	10	1000	400	TRUE			TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾çÇé¹Ø1-7																																																																																
101701	ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		7	0		G3012			FALSE	TRUE		66500	10000	1900	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101702	ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		7	0		G3012			FALSE	TRUE		55400	10000	2100	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101703	ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		7	0		G3013			FALSE	TRUE		44400	10000	2500	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	10	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101704	½ø¹¥ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		7	0		G3012			FALSE	TRUE		66500	10000	2000	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	50	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101705	½ø¹¥ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		7	0		G3012			FALSE	TRUE		55400	10000	2300	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	50	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101706	½ø¹¥ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		7	0		G3013			FALSE	TRUE		44400	10000	2600	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	50	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013						0	0					FALSE				1	Circle	1	°ë¾¶	0.3														
101707	Ê¥ÎÀ¾ü·ÉÂÖ±øBOSS	·çÈÐ¶Ó³¤		7	0	1	G3023	1.4		TRUE	TRUE		353200	10000	4600	3500	3500	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	10	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
101795	¾çÇé½£¶Ü±ø	µ¶·æ½£¶Ü±ø		7	7		G3012			FALSE	TRUE		66500	10000	1900	1750	1750	5	150	105	105	0	0	345	112	0	7000	0	7000	0	7000	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011						1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
